authors,title,journal,doc_type,total_cited,doi,doi_link,pub_year,is_climate,dropped,dropped_why,data_statement,code_statement,data_statement_where,code_statement_where,data_open,code_open,data_repo,code_repo,data_included,data_limitation_other,code_included,data_reasons,code_reasons,notes
"Sha, ZY; Bai, YF; Li, RR; Lan, H; Zhang, XL; Li, JT; Liu, XF; Chang, SJ; Xie, YC",The global carbon sink potential of terrestrial vegetation can be increased substantially by optimal land management,COMMUNICATIONS EARTH & ENVIRONMENT,Article,31,10.1038/s43247-021-00333-1,http://dx.doi.org/10.1038/s43247-021-00333-1,2022,1,,,"The modeling results, in the form of the global carbon gap density and other report sheets, are available at https://doi.org/10.1594/PANGAEA.926334. The datasets used to compute the carbon gap for this study are publicly available, which has been described in “Methods”.","The Python code for processing the carbon gap, code_wld_nature.py, is available for download from Pangea at https://doi.org/10.1594/PANGAEA.926334. This code works on Google Earth Engine.",Data availability,Code availability,Partially Closed,Partially Closed,PANGEA,PANGEA,Raw; Results,URLs,Processing,Nothing,Nothing,
"Dobrowski, SZ; Littlefield, CE; Lyons, DS; Hollenberg, C; Carroll, C; Parks, SA; Abatzoglou, JT; Hegewisch, K; Gage, J",Protected-area targets could be undermined by climate change-driven shifts in ecoregions and biomes,COMMUNICATIONS EARTH & ENVIRONMENT,Article,30,10.1038/s43247-021-00270-z,http://dx.doi.org/10.1038/s43247-021-00270-z,2021,1,,,"Global ecoregion data used in this study was downloaded from https://ecoregions.appspot.com/. Terraclimate data is available at http://www.climatologylab.org/terraclimate.html, and Human Modification Gradient data was accessed from https://doi.org/10.6084/m9.figshare.7283087.v1. A netcdf file of latitude, longitude, and __d values for 100 reverse climate analogs for global terrestrial lands is available at https://climate.northwestknowledge.net/ACSL/analog2c.tar. The expanded protected area database used in this analysis and an ecoregion summary table of changes in area and protection under a +2 °C scenario can be found at https://doi.org/10.6084/m9.figshare.15106233.",Analysis was conducted using R version 4.0.3 and all code for the analysis and production of figures is available at https://doi.org/10.6084/m9.figshare.15102030.,Data availability,Code availability,Partially Closed,Open,Figshare,Figshare,Raw,URLs,All,Nothing,Nothing,
"Ionita, M; Dima, M; Nagavciuc, V; Scholz, P; Lohmann, G","Past megadroughts in central Europe were longer, more severe and less warm than modern droughts",COMMUNICATIONS EARTH & ENVIRONMENT,Article,30,10.1038/s43247-021-00130-w,http://dx.doi.org/10.1038/s43247-021-00130-w,2021,1,,,No datasets were generated during this study. All data used in this study are publicly available from the sources cited in “Data and Methods”.,All code necessary to perform the reported analyses can be obtained from the corresponding author.,Data availability,Code availability,Closed,Closed,Nothing,Nothing,Nothing,URLs,Nothing,Nothing,Upon Request,
"Vinna, LR; Medhaug, I; Schmid, M; Bouffard, D",The vulnerability of lakes to climate change along an altitudinal gradient,COMMUNICATIONS EARTH & ENVIRONMENT,Article,30,10.1038/s43247-021-00106-w,http://dx.doi.org/10.1038/s43247-021-00106-w,2021,1,,,"Simstrat simulation output are available in an open access repository (https://doi.org/10.25678/0002SF). The RCM dataset (DAILY-LOCAL) used to force Simstrat can be obtained upon request from the Swiss National Centre for Climate Services (NCCS, https://doi.org/10.18751/Climate/Scenarios/CH2018/1.0). The raw CORDEX data can be accessed through the Earth System Grid Federation (ESGF: https://esgf-node.llnl.gov/projects/esgf-llnl/).",The one-dimensional Simstrat physical lake model can be accessed on github (https://github.com/Eawag-AppliedSystemAnalysis/Simstrat).,Data availability,Code availability,Partially Closed,Partially Closed,Eawag Research Data Institutional Collection,GitHub,Raw,URLs; Conditional Access,Model,Nothing; Upon Request,Nothing,
"Gibson, PB; Chapman, WE; Altinok, A; Delle Monache, L; DeFlorio, MJ; Waliser, DE",Training machine learning models on climate model output yields skillful interpretable seasonal precipitation forecasts,COMMUNICATIONS EARTH & ENVIRONMENT,Article,28,10.1038/s43247-021-00225-4,http://dx.doi.org/10.1038/s43247-021-00225-4,2021,1,,,All data used in this study are publicly available. CESM-LENS 40-member ensemble data were provided by the Climate Data Gateway at NCAR: https://www.cesm.ucar.edu/projects/community-projects/LENS/data-sets.html NMME data were provided by the IRI Data Library: http://iridl.ldeo.columbia.edu/SOURCES/.Models/.NMME/ERA5 data were provided by the Copernicus Climate Data Store: https://cds.climate.copernicus.eu/#!/search?text=ERA5&type=dataset ERSSTv5 data were provided by NOAA/OAR/ESRL PSL: https://psl.noaa.gov/data/gridded/data.noaa.ersst.v5.html CPC US Unified Precipitation data were provided by NOAA/OAR/ESRL PSL: https://psl.noaa.gov/data/gridded/data.unified.daily.conus.html,All code used in this study is available from the corresponding author upon request.,Data availability,Code availability,Closed,Closed,Nothing,Nothing,Nothing,URLs,Nothing,Nothing,Upon Request,
"Huang, JL; Hitchcock, P; Maycock, AC; McKenna, CM; Tian, WS",Northern hemisphere cold air outbreaks are more likely to be severe during weak polar vortex conditions,COMMUNICATIONS EARTH & ENVIRONMENT,Article,27,10.1038/s43247-021-00215-6,http://dx.doi.org/10.1038/s43247-021-00215-6,2021,1,,,The JRA-55 reanalysis data are publicly available at https://rda.ucar.edu/datasets/ds628.0/?hash=description#!access. The CMIP6 datasets are obtained from https://esgf-node.llnl.gov/search/cmip6/.,"Fortran codes for the calculation of cold air mass and its flux in isentropic coordinates are available from http://wind.gp.tohoku.ac.jp/isen_cam/tutorial.html. Figures 1–4 were made with the NCAR Command Language (Version 6.6.2) [Software], (2019). Boulder, Colorado: UCAR/NCAR/CISL/TDD. https://doi.org/10.5065/D6WD3XH5. Python 3.6.7 was used to generate Fig. 5. The codes that were used to generate all figures in this study are available from the corresponding authors upon reasonable request.",Data availability,Code availability,Closed,Partially Closed,Nothing,Nothing,Nothing,URLs,Model,Nothing,Reasonable Request,
"Matthews, HD; Zickfeld, K; Dickau, M; MacIsaac, AJ; Mathesius, S; Nzotungicimpaye, CM; Luers, A",Temporary nature-based carbon removal can lower peak warming in a well-below 2 degrees C scenario,COMMUNICATIONS EARTH & ENVIRONMENT,Article,24,10.1038/s43247-022-00391-z,http://dx.doi.org/10.1038/s43247-022-00391-z,2022,1,,,Model output data and analysis code used in this paper are available at https://doi.org/10.20383/102.055254.,"The model code for version 2.10 of the UVic ESCM is available on the official UVic ESCM webpage at http://terra.seos.uvic.ca/model/2.10. Custom model forcing files used here, as well as analysis code used to produce figures are available at the above data repository link.",Data availability,Code availability,Partially Closed,Partially Closed,Federated Research Data Repository,Federated Research Data Repository,Results,,Analysis,Nothing,Nothing,The FRDR repo was unavailable when I checked
"Beyer, RM; Hua, FY; Martin, PA; Manica, A; Rademacher, T",Relocating croplands could drastically reduce the environmental impacts of global food production,COMMUNICATIONS EARTH & ENVIRONMENT,Article,24,10.1038/s43247-022-00360-6,http://dx.doi.org/10.1038/s43247-022-00360-6,2022,1,,,Data associated with this study are available on the Open Science Framework (https://doi.org/10.17605/OSF.IO/MHS9K).,Code associated with this study is available on the Open Science Framework (https://doi.org/10.17605/OSF.IO/MHS9K).,Data availability,Code availability,Open,Open,OSF,OSF,All,,All,,,
"de Oliveira, BFA; Bottino, MJ; Nobre, P; Nobre, CA",Deforestation and climate change are projected to increase heat stress risk in the Brazilian Amazon,COMMUNICATIONS EARTH & ENVIRONMENT,Article,24,10.1038/s43247-021-00275-8,http://dx.doi.org/10.1038/s43247-021-00275-8,2021,1,,,The data sets that support the findings of this study are available at https://figshare.com/s/a6022896434f1d2ffddd. The inhabitant’s number of Brazilian municipalities is open-access data available in https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=25272&t=resultados. The data that support the vulnerability analysis of Brazilian municipalities are openly available in http://ivs.ipea.gov.br/index.php/pt/planilha.,"The code used for calculating the outdoor and in-shade WBGT is open-access produced by A. Casanueva, and it is available on GitHub at the following address: https://rdrr.io/github/anacv/HeatStress/src/R/wbgt.Liljegren.R. The codes of all figures are available at https://figshare.com/s/a6022896434f1d2ffddd.",Data availability,Code availability,Partially Closed,Partially Closed,Figshare,GitHub; Figshare,Source; Raw,URLs,Model; Figures,Nothing,Nothing,
"Scott, A; Oze, C; Shah, V; Yang, N; Shanks, B; Cheeseman, C; Marshall, A; Watson, M",Transformation of abundant magnesium silicate minerals for enhanced CO2 sequestration,COMMUNICATIONS EARTH & ENVIRONMENT,Article,24,10.1038/s43247-021-00099-6,http://dx.doi.org/10.1038/s43247-021-00099-6,2021,1,,,Data files containing XRD and TGA results of the recovered materials from this investigation are available from the figshare dataset repository: DOI 10.6084/m9.figshare.13543091.,Nothing,Data availability,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,They write they have a doi but I can't find the data on figshare with what they provided so not counting it
"Wille, JD; Favier, V; Jourdain, NC; Kittel, C; Turton, JV; Agosta, C; Gorodetskaya, IV; Picard, G; Codron, F; Leroy-Dos Santos, C; Amory, C; Fettweis, X; Blanchet, J; Jomelli, V; Berchet, A",Intense atmospheric rivers can weaken ice shelf stability at the Antarctic Peninsula,COMMUNICATIONS EARTH & ENVIRONMENT,Article,23,10.1038/s43247-022-00422-9,http://dx.doi.org/10.1038/s43247-022-00422-9,2022,1,,,"The Modèle Atmosphérique Régionale (MAR) data is available at https://doi.org/10.5281/zenodo.6347190. We acknowledge the use of imagery from the NASA Worldview application (https://worldview.earthdata.nasa.gov), part of the NASA Earth Observing System Data and Information System (EOSDIS). NOAA AVHRR imagery was acquired from the NSIDC81. The output from the AR detection algorithm can be downloaded from the ARTMIP database at https://www.earthsystemgrid.org/dataset/ucar.cgd.ccsm4.artmip.tier1.html.",The code for the AR detection algorithm discussed in this paper is available at https://doi.org/10.5281/zenodo.4009663.,Data availability,Code availability,Closed,Partially Closed,Nothing,Zenodo,Nothing,URLs,Model,Nothing,Nothing,"The link to their model output is broken when I tried it so I don't include it for ""data_included"""
"Desbruyeres, D; Chafik, L; Maze, G",A shift in the ocean circulation has warmed the subpolar North Atlantic Ocean since 2016,COMMUNICATIONS EARTH & ENVIRONMENT,Article,22,10.1038/s43247-021-00120-y,http://dx.doi.org/10.1038/s43247-021-00120-y,2021,1,,,The datasets generated during and/or analyzed during the current study are available from the corresponding author on reasonable request.,The codes that support the findings of this study are available from the corresponding author upon reasonable request.,Data availability,Code availability,Closed,Closed,Nothing,Nothing,Nothing,,,Reasonable Request,Reasonable Request,
"Meier, HEM; Dieterich, C; Groger, M",Natural variability is a large source of uncertainty in future projections of hypoxia in the Baltic Sea,COMMUNICATIONS EARTH & ENVIRONMENT,Article,22,10.1038/s43247-021-00115-9,http://dx.doi.org/10.1038/s43247-021-00115-9,2021,1,,,Model data analysed in this study and displayed in the figures are publicly available from the Leibniz Institute for Baltic Sea Research Warnemünde (IOW) doi server https://doi.io-warnemuende.de/10.12754/data-2020-0006. Water depth data and the locations of oxygen concentration sampling stations depicted in Fig. 1 are publicly available from https://www.io-warnemuende.de/topography-of-the-baltic-sea.html and https://helcom.fi/baltic-sea-trends/data-maps/databases/ (HELCOM COMBINE database) respectively.,"The model code of the ocean model used for the scenario simulations is publicly available from the Swedish Meteorological and Hydrological Institute, Norrköping, Sweden (https://www.smhi.se, E-mail: smhi@smhi.se).",Data availability,Code availability,Partially Closed,Closed,Baltic Sea Research Warnemunde (IOW) doi server,Nothing,Raw; Figures,URLs,Nothing,Nothing,Upon Request,
"Sellitto, P; Podglajen, A; Belhadji, R; Boichu, M; Carboni, E; Cuesta, J; Duchamp, C; Kloss, C; Siddans, R; Begue, N; Blarel, L; Jegou, F; Khaykin, S; Renard, JB; Legras, B",The unexpected radiative impact of the Hunga Tonga eruption of 15th January 2022,COMMUNICATIONS EARTH & ENVIRONMENT,Article,21,10.1038/s43247-022-00618-z,http://dx.doi.org/10.1038/s43247-022-00618-z,2022,1,,,"The OMPS-LP data are freely available from EarthData centre at: https://disc.gsfc.nasa.gov/datasets/OMPS_NPP_LP_L2_AER_DAILY_2/summary. The CALIOP data v3.41freely are available from the NASA LARC website at: https://doi.org/10.5067/CALIOP/CALIPSO/CAL_LID_L1-VALSTAGE1-V3-41. The Himawari observations are freely available from the AERIS-ICARE data centre, at the following link: https://www.icare.univ-lille.fr/asd-content/browse/geoview. The IMS/IASI SO2 and SA OD datasets used in this work can be accessed for the following data record: https://doi.org/10.5281/zenodo.7102472. The LOAC in situ observations can be accessed from the following data record: https://zenodo.org/record/6522689#.YrBjAd869hE. The AERONET data are freely available at the following website: http://aeronet.gsfc.nasa.gov and the datasets used in the present study can be downloaded via the VolcPlume portal at the following link: https://doi.org/10.25326/362. Radio-sounding observations are freely available at the following link: http://www.weather.uwyo.edu/upperair/bufrraob.shtml.",A python package to read and process the IMS/IASI data is available at the following link: https://github.com/bernard-legras/ASTuS/tree/master/IMS and in the IMS-reader.tgz archive at the following link: https://doi.org/10.5281/zenodo.7102472. The LibRadtran software can be freely downloaded at the following link: http://www.libradtran.org/doku.php?id=download.,Data availability,Code availability,Partially Closed,Partially Closed,Zenodo; NASA Atmospheric Science Data Center; Aeris,GitHub; Zenodo,Raw,URLs,Processing,Nothing,Nothing,
"Feinberg, A; Stenke, A; Peter, T; Hinckley, ELS; Driscoll, CT; Winkel, LHE",Reductions in the deposition of sulfur and selenium to agricultural soils pose risk of future nutrient deficiencies,COMMUNICATIONS EARTH & ENVIRONMENT,Article,21,10.1038/s43247-021-00172-0,http://dx.doi.org/10.1038/s43247-021-00172-0,2021,1,,,Simulation data analyzed in this paper are published on ETH Zurich Research Collection (https://doi.org/10.3929/ethz-b-000417871). Stream concentrations and discharge are available from the USGS (https://doi.org/10.5066/F7P55KJN).,"SOCOL-AERv2 code is freely available upon request from the authors, on the condition that users have completed the ECHAM5 license agreement (http://www.mpimet.mpg.de/en/science/models/license/). Analysis of the stream concentration data was conducted using the R package EGRET (https://github.com/USGS-R/EGRET).",Data availability,Code availability,Partially Closed,Partially Closed,ETH Zurich Research Collection,GitHub,Raw,,Analysis,Nothing,License agreement,
"Gonzalez-Herrero, S; Barriopedro, D; Trigo, RM; Lopez-Bustins, JA; Oliva, M",Climate warming amplified the 2020 record-breaking heatwave in the Antarctic Peninsula,COMMUNICATIONS EARTH & ENVIRONMENT,Article,20,10.1038/s43247-022-00450-5,http://dx.doi.org/10.1038/s43247-022-00450-5,2022,1,,,Data used in this study are publicly accessible. SYNOP messages can be obtained from https://www.ogimet.com/. Observational data from SCAR MET-READER can be downloaded from: https://legacy.bas.ac.uk/met/READER/. ERA5 dataset can be downloaded from: https://cds.climate.copernicus.eu/.,Main Python codes used in this study are available in the following Githut repository: https://github.com/sergigonzalezh/2020AntarcticHeatwave_attribution_analogs. Additional codes are available upon request.,Data availability,Code availability,Closed,Partially Closed,Nothing,GitHub,Nothing,URLs,Download; Process; Analysis; Figures,Nothing,Upon Request,
"Dullaart, JCM; Muis, S; Bloemendaal, N; Chertova, MV; Couasnon, A; Aerts, JCJH",Accounting for tropical cyclones more than doubles the global population exposed to low-probability coastal flooding,COMMUNICATIONS EARTH & ENVIRONMENT,Article,20,10.1038/s43247-021-00204-9,http://dx.doi.org/10.1038/s43247-021-00204-9,2021,1,,,"The COAST-RP dataset developed and applied during the study is available in the 4TU.ResearchData data repository96 (https://doi.org/10.4121/13392314) and includes storm tide levels with 1, 2, 5, 10, 25, 50, 100, 250, 500, and 1000-year RPs.","The TC placing algorithm and the Holland parametric wind model used to generate TC wind fields, written in Python, are available on github: https://github.com/nlesc-mosaic/TCM (TC placing algorithm); https://github.com/NBloemendaal/STORM-return-periods (Holland parametric wind model). Other codes used to generate results reported in the paper and central to its main claims are available upon request from the authors.",Data availability,Code availability,Partially Closed,Partially Closed,4TU.ResearchData,GitHub,Model Inputs,,Models,Nothing,Upon Request,
"Zhang, ZY; Fan, XJ; Peijnenburg, WJGM; Zhang, M; Sun, LW; Zhai, YJ; Yu, Q; Wu, J; Lu, T; Qian, HF",Alteration of dominant cyanobacteria in different bloom periods caused by abiotic factors and species interactions,JOURNAL OF ENVIRONMENTAL SCIENCES,Article,38,10.1016/j.jes.2020.06.001,http://dx.doi.org/10.1016/j.jes.2020.06.001,2021,,1,Not enough articles in journal sample,,,,,,,,,,,,,,Only review articles in journals with > 10 articles
"Zhao, F; Zhan, X; Xu, H; Zhu, GW; Zou, W; Zhu, MY; Kang, LJ; Guo, YL; Zhao, XC; Wang, ZC; Tang, W",New insights into eutrophication management: Importance of temperature and water residence time,JOURNAL OF ENVIRONMENTAL SCIENCES,Article,28,10.1016/j.jes.2021.02.033,http://dx.doi.org/10.1016/j.jes.2021.02.033,2022,,1,Not enough articles in journal sample,,,,,,,,,,,,,,Only review articles in journals with > 10 articles
"Di Sacco, A; Hardwick, KA; Blakesley, D; Brancalion, PHS; Breman, E; Rebola, LC; Chomba, S; Dixon, K; Elliott, S; Ruyonga, G; Shaw, K; Smith, P; Smith, RJ; Antonelli, A","Ten golden rules for reforestation to optimize carbon sequestration, biodiversity recovery and livelihood benefits",GLOBAL CHANGE BIOLOGY,Article,186,10.1111/gcb.15498,http://dx.doi.org/10.1111/gcb.15498,2021,1,1,No data,,,,,,,,,,,,,,
"Beillouin, D; Ben-Ari, T; Malezieux, E; Seufert, V; Makowski, D",Positive but variable effects of crop diversification on biodiversity and ecosystem services,GLOBAL CHANGE BIOLOGY,Article,95,10.1111/gcb.15747,http://dx.doi.org/10.1111/gcb.15747,2021,1,,,The data that support the findings of this study are openly available on an internet web platform https://cropdiversification.shinyapps.io/Crop_diversification_2020.,Nothing,Data Availability Statement,,Closed,Closed,Nothing,Nothing,Nothing,URLs,Nothing,Nothing,Nothing,
"Bergstrom, DM; Wienecke, BC; van den Hoff, J; Hughes, L; Lindenmayer, DB; Ainsworth, TD; Baker, CM; Bland, L; Bowman, DMJS; Brooks, ST; Canadell, JG; Constable, AJ; Dafforn, KA; Depledge, MH; Dickson, CR; Duke, NC; Helmstedt, KJ; Holz, A; Johnson, CR; McGeoch, MA; Melbourne-Thomas, J; Morgain, R; Nicholson, E; Prober, SM; Raymond, B; Ritchie, EG; Robinson, SA; Ruthrof, KX; Setterfield, SA; Sgro, CM; Stark, JS; Travers, T; Trebilco, R; Ward, DFL; Wardle, GM; Williams, KJ; Zylstra, PJ; Shaw, JD",Combating ecosystem collapse from the tropics to the Antarctic,GLOBAL CHANGE BIOLOGY,Article,89,10.1111/gcb.15539,http://dx.doi.org/10.1111/gcb.15539,2021,1,1,Opinion article,,,,,,,,,,,,,,
"Li, H; Yang, S; Semenov, MV; Yao, F; Ye, J; Bu, RC; Ma, R; Lin, JJ; Kurganova, I; Wang, XG; Deng, Y; Kravchenko, I; Jiang, Y; Kuzyakov, Y",Temperature sensitivity of SOM decomposition is linked with a K-selected microbial community,GLOBAL CHANGE BIOLOGY,Article,87,10.1111/gcb.15593,http://dx.doi.org/10.1111/gcb.15593,2021,1,,,The data that support the findings of this study are openly available in NCBI SRA at https://www.ncbi.nlm.nih.gov under the BioProject ID of PRJNA615284.,Nothing,Data Availability Statement,,Partially Closed,Closed,NCBI NLM NIH,Nothing,Raw,,Nothing,Nothing,Nothing,
"Chen, XB; Hu, YJ; Xia, YH; Zheng, SM; Ma, C; Rui, YC; He, HB; Huang, DY; Zhang, ZH; Ge, TD; Wu, JS; Guggenberger, G; Kuzyakov, Y; Su, YR",Contrasting pathways of carbon sequestration in paddy and upland soils,GLOBAL CHANGE BIOLOGY,Article,80,10.1111/gcb.15595,http://dx.doi.org/10.1111/gcb.15595,2021,1,,,The data that support the findings of this study are available from the corresponding author upon reasonable request.,Nothing,Data Availability Statement,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Reasonable Request,Nothing,
"Wang, C; Qu, LR; Yang, LM; Liu, DW; Morrissey, E; Miao, RH; Liu, ZP; Wang, QK; Fang, YT; Bai, E",Large-scale importance of microbial carbon use efficiency and necromass to soil organic carbon,GLOBAL CHANGE BIOLOGY,Article,79,10.1111/gcb.15550,http://dx.doi.org/10.1111/gcb.15550,2021,1,,,All data are available in the main text or the Supporting Information and raw data are available upon request from the corresponding author. Further reference and link to public data sources are given in Section 2.,Nothing,Data Availability Statement,,Partially Closed,Closed,Supporting Information,Nothing,Raw,,Nothing,Upon Request,Nothing,
"Xu, CH; Xu, X; Ju, CH; Chen, HYH; Wilsey, BJ; Luo, YQ; Fan, W","Long-term, amplified responses of soil organic carbon to nitrogen addition worldwide",GLOBAL CHANGE BIOLOGY,Article,78,10.1111/gcb.15489,http://dx.doi.org/10.1111/gcb.15489,2021,1,,,The data that support the findings of this study are available from the corresponding author upon reasonable request.,Nothing,Data Availability Statement,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Reasonable Request,Nothing,
"Chen, YZ; Feng, XM; Tian, HQ; Wu, XT; Gao, Z; Feng, Y; Piao, SL; Lv, N; Pan, NQ; Fu, BJ",Accelerated increase in vegetation carbon sequestration in China after 2010: A turning point resulting from climate and human interaction,GLOBAL CHANGE BIOLOGY,Article,73,10.1111/gcb.15854,http://dx.doi.org/10.1111/gcb.15854,2021,1,,,"Main data produced in this study will be accessible on PANGAEA in a few weeks (https://www.pangaea.de/) after searching the title of the related data set: “Ecosystem variables including GPP, NPP, ET, LST, et al. in China during 2001–2018,” or searching the author name of the data set: “Chen Yongzhe” on PANGAEA. The DOI and URL links will be available after this data set is published on PANGAEA.",Nothing,Data Availability Statement,,Partially Closed,Closed,PANGEA,Nothing,Results,,Nothing,Nothing,Nothing,
"Garrabou, J; Gomez-Gras, D; Medrano, A; Cerrano, C; Ponti, M; Schlegel, R; Bensoussan, N; Turicchia, E; Sini, M; Gerovasileiou, V; Teixido, N; Mirasole, A; Tamburello, L; Cebrian, E; Rilov, G; Ledoux, JB; Ben Souissi, J; Khamassi, F; Ghanem, R; Benabdi, M; Grimes, S; Ocana, O; Bazairi, H; Hereu, B; Linares, C; Kersting, DK; la Rovira, G; Ortega, J; Casals, D; Pages-Escola, M; Margarit, N; Capdevila, P; Verdura, J; Ramos, A; Izquierdo, A; Barbera, C; Rubio-Portillo, E; Anton, I; Lopez-Sendino, P; Diaz, D; Vazquez-Luis, M; Duarte, C; Marba, N; Aspillaga, E; Espinosa, F; Grech, D; Guala, I; Azzurro, E; Farina, S; Gambi, MC; Chimienti, G; Montefalcone, M; Azzola, A; Mantas, TP; Fraschetti, S; Ceccherelli, G; Kipson, S; Bakran-Petricioli, T; Petricioli, D; Jimenez, C; Katsanevakis, S; Kizilkaya, IT; Kizilkaya, Z; Sartoretto, S; Elodie, R; Ruitton, S; Comeau, S; Gattuso, JP; Harmelin, JG",Marine heatwaves drive recurrent mass mortalities in the Mediterranean Sea,GLOBAL CHANGE BIOLOGY,Article,69,10.1111/gcb.16301,http://dx.doi.org/10.1111/gcb.16301,2022,1,,,The data that support the findings of this study are openly available in the zenodo repository trhough the link https://doi.org/10.5281/zenodo.5877712. Data supporting the Figure 1 showing satellite-derived SST across the Mediterranean Sea were obtained from CMEMS (https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=SST_MED_SST_L4_REP_OBSERVATIONS_010_021). The global ecoregion analyses were performed with the NOAA OISST daily 25_km resolution product. Data for the in situ temperature data analysis can be retrieved from the T-MEDNet network www.t-mednet.org. The code used for the detection and analysis of MHWs in the SST data may be found at: https://github.com/robwschlegel/MHWmed.,The data that support the findings of this study are openly available in the zenodo repository trhough the link https://doi.org/10.5281/zenodo.5877712. Data supporting the Figure 1 showing satellite-derived SST across the Mediterranean Sea were obtained from CMEMS (https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=SST_MED_SST_L4_REP_OBSERVATIONS_010_021). The global ecoregion analyses were performed with the NOAA OISST daily 25_km resolution product. Data for the in situ temperature data analysis can be retrieved from the T-MEDNet network www.t-mednet.org. The code used for the detection and analysis of MHWs in the SST data may be found at: https://github.com/robwschlegel/MHWmed.,Data Availability Statement,,Partially Closed,Partially Closed,Zenodo,GitHub,Raw; Processed,URLs,All,Nothing,Nothing,
"Elrys, AS; Ali, A; Zhang, HM; Cheng, Y; Zhang, JB; Cai, ZC; Muller, C; Chang, SX",Patterns and drivers of global gross nitrogen mineralization in soils,GLOBAL CHANGE BIOLOGY,Article,66,10.1111/gcb.15851,http://dx.doi.org/10.1111/gcb.15851,2021,1,,,The data that support the findings of this study are available from the corresponding author upon reasonable request.,,Data Availability Statement,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Reasonable Request,Nothing,
"Roe, S; Streck, C; Beach, R; Busch, J; Chapman, M; Daioglou, V; Deppermann, A; Doelman, J; Emmet-Booth, J; Engelmann, J; Fricko, O; Frischmann, C; Funk, J; Grassi, G; Griscom, B; Havlik, P; Hanssen, S; Humpenoder, F; Landholm, D; Lomax, G; Lehmann, J; Mesnildrey, L; Nabuurs, GJ; Popp, A; Rivard, C; Sanderman, J; Sohngen, B; Smith, P; Stehfest, E; Woolf, D; Lawrence, D",Land-based measures to mitigate climate change: Potential and feasibility by country,GLOBAL CHANGE BIOLOGY,Article,60,10.1111/gcb.15873,http://dx.doi.org/10.1111/gcb.15873,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Virkkala, AM; Aalto, J; Rogers, BM; Tagesson, T; Treat, CC; Natali, SM; Watts, JD; Potter, S; Lehtonen, A; Mauritz, M; Schuur, EAG; Kochendorfer, J; Zona, D; Oechel, W; Kobayashi, H; Humphreys, E; Goeckede, M; Iwata, H; Lafleur, PM; Euskirchen, ES; Bokhorst, S; Marushchak, M; Martikainen, PJ; Elberling, B; Voigt, C; Biasi, C; Sonnentag, O; Parmentier, FJW; Ueyama, M; Celis, G; St Louis, VL; Emmerton, CA; Peichl, M; Chi, JS; Jarveoja, J; Nilsson, MB; Oberbauer, SF; Torn, MS; Park, SJ; Dolman, H; Mammarella, I; Chae, N; Poyatos, R; Lopez-Blanco, E; Christensen, TR; Kwon, MJ; Sachs, T; Holl, D; Luoto, M",Statistical upscaling of ecosystem CO2 fluxes across the terrestrial tundra and boreal domain: Regional patterns and uncertainties,GLOBAL CHANGE BIOLOGY,Article,57,10.1111/gcb.15659,http://dx.doi.org/10.1111/gcb.15659,2021,1,,,Data are archived and freely available at Zenodo. The synthesis dataset is available at http://doi.org/10.5281/zenodo.4519583. Annual and averaged flux predictions are available at http://doi.org/10.5281/zenodo.4521852. The codes to run the statistical models and predictions together with the uncertainty estimation can be found in an R Markdown file as a supplement (Virkkalaetal_CO2flux_upscaling.pdf).,Data are archived and freely available at Zenodo. The synthesis dataset is available at http://doi.org/10.5281/zenodo.4519583. Annual and averaged flux predictions are available at http://doi.org/10.5281/zenodo.4521852. The codes to run the statistical models and predictions together with the uncertainty estimation can be found in an R Markdown file as a supplement (Virkkalaetal_CO2flux_upscaling.pdf).,Data Availability Statement,,Open,Partially Closed,Zenodo,Nothing,All,,Models; Results,,Nothing,
"Puchalka, R; Dyderski, MK; Vitkova, M; Sadlo, J; Klisz, M; Netsvetov, M; Prokopuk, Y; Matisons, R; Mionskowski, M; Wojda, T; Koprowski, M; Jagodzinski, AM",Black locust (Robinia pseudoacacia L.) range contraction and expansion in Europe under changing climate,GLOBAL CHANGE BIOLOGY,Article,56,10.1111/gcb.15486,http://dx.doi.org/10.1111/gcb.15486,2021,1,,,"Pucha_ka et al. (2020). Black locust distribution in Europe. https://doi.org/10.18150/repod.3652156, RepOD. The sources of occurrence data were given in Appendix S1. The additional tables and figures with maps of current and predicted R. pseudoacacia distribution and climatic and occurrence data associated with this article can be found in the online version in Appendix S2.",Nothing,Data Availability Statement,,Partially Closed,Closed,RepOD,Nothing,Results,,Nothing,Nothing,Nothing,
